Video,Keyword,Resource
,VazaÞo,http://pt.dbpedia.org/resource/Vaz%C3%A3o
,EquaçaÞo de Bernoulli,http://pt.dbpedia.org/resource/Equa%C3%A7%C3%A3o_de_Bernoulli
,Trabalho,http://pt.dbpedia.org/resource/Trabalho_(f%C3%ADsica)
,,
Video_040,,
,Onda,http://pt.dbpedia.org/resource/Onda
,Ondas estacionárias,http://pt.dbpedia.org/resource/Onda_estacion%C3%A1ria
,Interferência,http://pt.dbpedia.org/resource/Interfer%C3%AAncia
,ReflexaÞo,http://pt.dbpedia.org/resource/Reflex%C3%A3o_(f%C3%ADsica)
,Amplitude,http://pt.dbpedia.org/resource/Amplitude
,Comprimento de onda,http://pt.dbpedia.org/resource/Comprimento_de_onda
,Frequência fundamental,http://pt.dbpedia.org/resource/Frequ%C3%AAncia_fundamental
,,
Video_041,,
,Rede de computadores,http://pt.dbpedia.org/resource/Rede_de_computadores
,Internet,"http://pt.dbpedia.org/resource/Internet,"
,Protocolo tcp/ip,http://pt.dbpedia.org/resource/TCP/IP
,Protocolos,http://pt.dbpedia.org/resource/Protocolo_(ci%C3%AAncia_da_computa%C3%A7%C3%A3o)
,Camada de aplicaçaÞo,http://pt.dbpedia.org/resource/Camada_de_aplica%C3%A7%C3%A3o
,Domínio,http://pt.dbpedia.org/resource/Dom%C3%ADnio
,Pacotes,http://pt.dbpedia.org/resource/Pacote
,Servidores,http://pt.dbpedia.org/resource/Servidor
,Camada física,http://pt.dbpedia.org/resource/Camada_f%C3%ADsica
,Isps,http://pt.dbpedia.org/resource/Fornecedor_de_acesso_%C3%A0_internet
,Soquete,http://pt.dbpedia.org/resource/Soquete
,Fibra óptica,http://pt.dbpedia.org/resource/Fibra_%C3%B3ptica
,Http,http://pt.dbpedia.org/resource/Hypertext_Transfer_Protocol
,FTP,http://pt.dbpedia.org/resource/File_Transfer_Protocol
,PTP,http://pt.dbpedia.org/resource/IEEE_1588
,Backbone,http://pt.dbpedia.org/resource/Backbone
,IRC,http://pt.dbpedia.org/resource/Internet_Relay_Chat
,E-commerce,http://pt.dbpedia.org/resource/Com%C3%A9rcio_eletr%C3%B4nico
,Fibra óptica,http://pt.dbpedia.org/resource/Fibra_%C3%B3ptica
,Par trançado,http://pt.dbpedia.org/resource/Cabo_de_par_tran%C3%A7ado
,,
Video_042,,
,Calor,http://pt.dbpedia.org/resource/Calor
,Temperatura,http://pt.dbpedia.org/resource/Temperatura
,Energia,http://pt.dbpedia.org/resource/Energia
,Termômetro,http://pt.dbpedia.org/resource/Term%C3%B4metro
,Condutividade elétrica,http://pt.dbpedia.org/resource/Condutividade_el%C3%A9trica
,Equilíbrio térmico,http://pt.dbpedia.org/resource/Equil%C3%ADbrio_termodin%C3%A2mico
,Grau Celsius,http://pt.dbpedia.org/resource/Grau_Celsius
,Fahrenheit,http://pt.dbpedia.org/resource/Grau_Fahrenheit
,Kelvin,http://pt.dbpedia.org/resource/Kelvin
,DilataçaÞo térmica,http://pt.dbpedia.org/resource/Dilata%C3%A7%C3%A3o_t%C3%A9rmica
,Joule,http://pt.dbpedia.org/resource/Joule
,Calor específico molar,http://pt.dbpedia.org/resource/Calor_espec%C3%ADfico
,Mudança de fase,http://pt.dbpedia.org/resource/Transi%C3%A7%C3%A3o_de_fase
,Condutividade térmica,http://pt.dbpedia.org/resource/Condutividade_t%C3%A9rmica
,,
Video_043,,
,Calor específico,http://pt.dbpedia.org/resource/Calor_espec%C3%ADfico
,Energia cinética,http://pt.dbpedia.org/resource/Energia_cin%C3%A9tica
,Gás,http://pt.dbpedia.org/resource/G%C3%A1s
,Temperatura,http://pt.dbpedia.org/resource/Temperatura
,Calor,http://pt.dbpedia.org/resource/Calor
,Molécula diatômica,http://pt.dbpedia.org/resource/Mol%C3%A9cula_diat%C3%B4mica
,Cristal,http://pt.dbpedia.org/resource/Cristal
,FusaÞo,http://pt.dbpedia.org/resource/Fus%C3%A3o
,Equilíbrio de fases,http://pt.dbpedia.org/resource/Equil%C3%ADbrio_de_fases
,SublimaçaÞo,http://pt.dbpedia.org/resource/Sublima%C3%A7%C3%A3o
,Ponto triplo,http://pt.dbpedia.org/resource/Ponto_triplo
,Diagrama de fase,http://pt.dbpedia.org/resource/Diagrama_de_fase
,,
Video_044,,
,Modelo atômico,http://pt.dbpedia.org/resource/Modelo_at%C3%B4mico
,Átomo,http://pt.dbpedia.org/resource/%C3%81tomo
,Gás,http://pt.dbpedia.org/resource/G%C3%A1s
,Catodo,http://pt.dbpedia.org/resource/C%C3%A1todo
,Massa,http://pt.dbpedia.org/resource/Massa
,Elétrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Raios anódicos,http://pt.dbpedia.org/resource/Raio_an%C3%B3dico
,Prótons,http://pt.dbpedia.org/resource/Pr%C3%B3ton
,Nêutrons,http://pt.dbpedia.org/resource/N%C3%AAutron
,Isótopo,http://pt.dbpedia.org/resource/Is%C3%B3topo
,Trítio,http://pt.dbpedia.org/resource/Tr%C3%ADtio
,Massa atômica,http://pt.dbpedia.org/resource/Massa_at%C3%B4mica
,Espectrometria de massa,http://pt.dbpedia.org/resource/Espectrometria_de_massa
,,
Video_045,,
,Átomo,http://pt.dbpedia.org/resource/%C3%81tomo
,Átomo de Bohr,http://pt.dbpedia.org/resource/%C3%81tomo_de_Bohr
,Elétrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Nêutrons,http://pt.dbpedia.org/resource/N%C3%AAutron
,Prótons,http://pt.dbpedia.org/resource/Pr%C3%B3ton
,Quantum,http://pt.dbpedia.org/resource/Quantum
,RadiaçaÞo,http://pt.dbpedia.org/resource/Radia%C3%A7%C3%A3o
,,
Video_046,,
,Modelo de Bohr,http://pt.dbpedia.org/resource/%C3%81tomo_de_Bohr
,Elétron,http://pt.dbpedia.org/resource/El%C3%A9tron
,Princípio da incerteza de Heisenberg,http://pt.dbpedia.org/resource/Princ%C3%ADpio_da_incerteza_de_Heisenberg
,Número quântico,http://pt.dbpedia.org/resource/N%C3%BAmero_qu%C3%A2ntico
,Orbital,http://pt.dbpedia.org/resource/Orbital_at%C3%B4mico
,Valência,http://pt.dbpedia.org/resource/Val%C3%AAncia_(qu%C3%ADmica)
,Camada de Valência,http://pt.dbpedia.org/resource/Camada_de_val%C3%AAncia
,,
Video_047,,
,Modelo atômico,http://pt.dbpedia.org/resource/Modelo_at%C3%B4mico
,Dualidade onda-partícula,http://pt.dbpedia.org/resource/Dualidade_onda-corp%C3%BAsculo
,Átomo,http://pt.dbpedia.org/resource/%C3%81tomo
,Elétron,http://pt.dbpedia.org/resource/El%C3%A9tron
,Comprimento de onda,http://pt.dbpedia.org/resource/Comprimento_de_onda
,Onda estacionária,http://pt.dbpedia.org/resource/Onda_estacion%C3%A1ria
,DifraçaÞo,http://pt.dbpedia.org/resource/Difra%C3%A7%C3%A3o
,Mecânica quântica,http://pt.dbpedia.org/resource/Mec%C3%A2nica_qu%C3%A2ntica
,Mecânica clássica,http://pt.dbpedia.org/resource/Mec%C3%A2nica_cl%C3%A1ssica
,Ondas,http://pt.dbpedia.org/resource/Onda
,,
Video_048,,
,Átomos,http://pt.dbpedia.org/resource/%C3%81tomo
,Onda estacionária,http://pt.dbpedia.org/resource/Onda_estacion%C3%A1ria
,FunçaÞo de onda,http://pt.dbpedia.org/resource/Fun%C3%A7%C3%A3o_de_onda
,Elétrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Spin,http://pt.dbpedia.org/resource/Spin
,Orbital,http://pt.dbpedia.org/resource/Orbital_at%C3%B4mico
,Núcleo,http://pt.dbpedia.org/resource/N%C3%BAcleo_at%C3%B3mico
,DistribuiçaÞo eletrônica,http://pt.dbpedia.org/resource/Princ%C3%ADpio_de_Aufbau
,Nó,http://pt.dbpedia.org/resource/N%C3%B3_(ondulat%C3%B3ria)
,,
Video_049,,
,Tabela periódica,http://pt.dbpedia.org/resource/Tabela_peri%C3%B3dica
,Elementos,http://pt.dbpedia.org/resource/Elemento_(qu%C3%ADmica)
,Massa atômica,http://pt.dbpedia.org/resource/Massa_at%C3%B4mica
,DistribuiçaÞo eletrônica,http://pt.dbpedia.org/resource/Princ%C3%ADpio_de_Aufbau
,,
Video_050,,
,Tabela periódica,http://pt.dbpedia.org/resource/Tabela_peri%C3%B3dica
,Família,http://pt.dbpedia.org/resource/Grupo_(qu%C3%ADmica)
,Massa atômica,http://pt.dbpedia.org/resource/Massa_at%C3%B4mica
,Número atómico,http://pt.dbpedia.org/resource/N%C3%BAmero_at%C3%B3mico
,Carga nuclear efetiva,http://pt.dbpedia.org/resource/Carga_nuclear_efetiva
,Elétron,http://pt.dbpedia.org/resource/El%C3%A9tron
,Átomo,http://pt.dbpedia.org/resource/%C3%81tomo
,Raio atómico,http://pt.dbpedia.org/resource/Raio_at%C3%B3mico
,Camada de Valência,http://pt.dbpedia.org/resource/Camada_de_val%C3%AAncia
,Cation,http://pt.dbpedia.org/resource/C%C3%A1tion
,Íon,http://pt.dbpedia.org/resource/%C3%8Don
,Energia de ionizaçaÞo,http://pt.dbpedia.org/resource/Potencial_de_ioniza%C3%A7%C3%A3o
,Orbital,http://pt.dbpedia.org/resource/Orbital_at%C3%B4mico
,,
Video_051,,
,Tabela periódica,http://pt.dbpedia.org/resource/Tabela_peri%C3%B3dica
,Afinidade eletrônica,http://pt.dbpedia.org/resource/Afinidade_eletr%C3%B4nica
,Elétron,http://pt.dbpedia.org/resource/El%C3%A9tron
,Camada de Valência,http://pt.dbpedia.org/resource/Camada_de_val%C3%AAncia
,LigaçaÞo iônica,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_i%C3%B4nica
,Número de oxidaçaÞo,http://pt.dbpedia.org/resource/Estado_de_oxida%C3%A7%C3%A3o
,,
Video_052,,
,LigaçaÞo química,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_qu%C3%ADmica
,LigaçoÞes covalentes,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_covalente
,LigaçaÞo iônica,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_i%C3%B4nica
,Íon,http://pt.dbpedia.org/resource/%C3%8Don
,LigaçaÞo de hidrogênio,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_de_hidrog%C3%AAnio
,Dipolo,http://pt.dbpedia.org/resource/Dipolo
,isótopos,http://pt.dbpedia.org/resource/Is%C3%B3topo
,Elétron,http://pt.dbpedia.org/resource/El%C3%A9tron
,Energia potencial,http://pt.dbpedia.org/resource/Energia_potencial
,Prótons,http://pt.dbpedia.org/resource/Pr%C3%B3ton
,FunçaÞo de onda,http://pt.dbpedia.org/resource/Fun%C3%A7%C3%A3o_de_onda
,,
Video_053,,
,LigaçaÞo química,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_qu%C3%ADmica
,LigaçaÞo iônica,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_i%C3%B4nica
,Sólidos,http://pt.dbpedia.org/resource/S%C3%B3lido
,Potencial de ionizaçaÞo,http://pt.dbpedia.org/resource/Potencial_de_ioniza%C3%A7%C3%A3o
,Metais,http://pt.dbpedia.org/resource/Metal
,Elétrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Estrutura de Lewis,http://pt.dbpedia.org/resource/Estrutura_de_Lewis
,Entalpia,http://pt.dbpedia.org/resource/Entalpia
,DissociaçaÞo,http://pt.dbpedia.org/resource/Dissocia%C3%A7%C3%A3o_(qu%C3%ADmica)
,Anion,http://pt.dbpedia.org/resource/%C3%82nion
,Compostos iônicos,http://pt.dbpedia.org/resource/Composto_i%C3%B4nico
,Ponto de fusaÞo,http://pt.dbpedia.org/resource/Ponto_de_fus%C3%A3o
,,
Video_054,,
,Ácido,http://pt.dbpedia.org/resource/%C3%81cido
,Base,http://pt.dbpedia.org/resource/Base_(qu%C3%ADmica)
,Prótons,http://pt.dbpedia.org/resource/Pr%C3%B3ton
,DissociaçaÞo,http://pt.dbpedia.org/resource/Dissocia%C3%A7%C3%A3o_(qu%C3%ADmica)
,Água,http://pt.dbpedia.org/resource/Propriedades_f%C3%ADsico-qu%C3%ADmicas_da_%C3%A1gua
,Elétrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,ReaçaÞo redox,http://pt.dbpedia.org/resource/Rea%C3%A7%C3%A3o_redox
,Reagentes,http://pt.dbpedia.org/resource/Reagente_qu%C3%ADmico
,,
Video_055,,
,Estrutura atômica,http://pt.dbpedia.org/resource/Modelo_at%C3%B4mico
,Átomo,http://pt.dbpedia.org/resource/%C3%81tomo
,Alquimia,http://pt.dbpedia.org/resource/Alquimia
,Elementos,http://pt.dbpedia.org/resource/Elemento_(qu%C3%ADmica)
,Fórmula,http://pt.dbpedia.org/resource/F%C3%B3rmula_qu%C3%ADmica
,Energia,http://pt.dbpedia.org/resource/Energia
,Gases,http://pt.dbpedia.org/resource/G%C3%A1s
,Estrela,http://pt.dbpedia.org/resource/Estrela
,Astros,http://pt.dbpedia.org/resource/Corpo_celeste
,,
Video_056,,
,Estrutura atômica,http://pt.dbpedia.org/resource/Modelo_at%C3%B4mico
,Espectrometria,http://pt.dbpedia.org/resource/Espectr%C3%B3grafo
,Luz,http://pt.dbpedia.org/resource/Luz
,Gases,http://pt.dbpedia.org/resource/G%C3%A1s
,Corpo negro,http://pt.dbpedia.org/resource/Corpo_negro
,Fótons,http://pt.dbpedia.org/resource/Fot%C3%A3o
,Comprimento de onda,http://pt.dbpedia.org/resource/Comprimento_de_onda
,Eletron,http://pt.dbpedia.org/resource/El%C3%A9tron
,Orbital,http://pt.dbpedia.org/resource/Orbital_at%C3%B4mico
,Núcleo atómico,http://pt.dbpedia.org/resource/N%C3%BAcleo_at%C3%B3mico
,RadiaçaÞo,http://pt.dbpedia.org/resource/Radia%C3%A7%C3%A3o
,Energia,http://pt.dbpedia.org/resource/Energia
,Raios catódicos,http://pt.dbpedia.org/resource/Raio_cat%C3%B3dico
,,
Video_057,,
,Estrutura atômica,http://pt.dbpedia.org/resource/Modelo_at%C3%B4mico
,Partícula subatômica,http://pt.dbpedia.org/resource/Part%C3%ADcula_subat%C3%B4mica
,Valência,http://pt.dbpedia.org/resource/Val%C3%AAncia_(qu%C3%ADmica)
,Eletrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Temperatura,http://pt.dbpedia.org/resource/Temperatura
,Raios catódicos,http://pt.dbpedia.org/resource/Raio_cat%C3%B3dico
,Massa atômica,http://pt.dbpedia.org/resource/Massa_at%C3%B4mica
,Núcleo atómico,http://pt.dbpedia.org/resource/N%C3%BAcleo_at%C3%B3mico
,Carga elementar,http://pt.dbpedia.org/resource/Carga_do_el%C3%A9tron
,Corpo negro,http://pt.dbpedia.org/resource/Corpo_negro
,Fóton,http://pt.dbpedia.org/resource/Fot%C3%A3o
,Luz,http://pt.dbpedia.org/resource/Luz
,Elétron-volt,http://pt.dbpedia.org/resource/El%C3%A9tron-volt
,Neutron,http://pt.dbpedia.org/resource/N%C3%AAutron
,Próton,http://pt.dbpedia.org/resource/El%C3%A9tron
,Átomo,http://pt.dbpedia.org/resource/%C3%81tomo
,Orbitais,http://pt.dbpedia.org/resource/Orbital_at%C3%B4mico
,,
Video_058,,
,Orbitais moleculares,http://pt.dbpedia.org/resource/Orbital_molecular
,LigaçaÞo química,http://pt.dbpedia.org/resource/Liga%C3%A7%C3%A3o_qu%C3%ADmica
,Orbitais atômicos,http://pt.dbpedia.org/resource/Orbital_at%C3%B4mico
,Átomos,http://pt.dbpedia.org/resource/%C3%81tomo
,Eletrons,http://pt.dbpedia.org/resource/El%C3%A9tron
,Molécula,http://pt.dbpedia.org/resource/Mol%C3%A9cula
,Molécula diatômica,http://pt.dbpedia.org/resource/Mol%C3%A9cula_diat%C3%B4mica
,Entalpia,http://pt.dbpedia.org/resource/Entalpia
,Valência,http://pt.dbpedia.org/resource/Val%C3%AAncia_(qu%C3%ADmica)
,,
Video_059,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Sistema de numeraçaÞo,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o
,Circuitos lógicos,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Mapa de Karnaugh,http://pt.dbpedia.org/resource/Mapa_de_Karnaugh
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,,
Video_060,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Sistemas digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Voltagem,http://pt.dbpedia.org/resource/Tens%C3%A3o_el%C3%A9trica
,Analógico,http://pt.dbpedia.org/resource/Circuito_anal%C3%B3gico
,Corrente,http://pt.dbpedia.org/resource/Corrente_el%C3%A9trica
,MediçaÞo,http://pt.dbpedia.org/resource/Medi%C3%A7%C3%A3o
,TensaÞo,http://pt.dbpedia.org/resource/Tens%C3%A3o_el%C3%A9trica
,Digital,http://pt.dbpedia.org/resource/Digital
,,
Video_061,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Circuitos lógicos,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Binário,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_bin%C3%A1rio
,Dígito,http://pt.dbpedia.org/resource/Algarismo
,Decimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_decimal
,TensaÞo elétrica,http://pt.dbpedia.org/resource/Tens%C3%A3o_el%C3%A9trica
,Voltagens,http://pt.dbpedia.org/resource/Tens%C3%A3o_el%C3%A9trica
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Processador,http://pt.dbpedia.org/resource/Microprocessador
,,
Video_062,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Sistema de numeraçaÞo,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o
,Binário,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_bin%C3%A1rio
,Decimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_decimal
,Bits,http://pt.dbpedia.org/resource/Bit
,,
Video_063,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Hexadecimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_hexadecimal
,Binário,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_bin%C3%A1rio
,Byte,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_hexadecimal
,Decimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_decimal
,BCD,http://pt.dbpedia.org/resource/Codifica%C3%A7%C3%A3o_bin%C3%A1ria_decimal
,Código de Gray,http://pt.dbpedia.org/resource/C%C3%B3digo_de_Gray
,,
Video_064,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Sistema de numeraçaÞo,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o
,Byte,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_hexadecimal
,ASCII,http://pt.dbpedia.org/resource/ASCII
,Bit,http://pt.dbpedia.org/resource/Bit
,Bit de paridade,http://pt.dbpedia.org/resource/Paridade_(telecomunica%C3%A7%C3%B5es)
,Binário,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_bin%C3%A1rio
,Hexadecimal,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_hexadecimal
,,
Video_065,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,OR,http://pt.dbpedia.org/resource/Disjun%C3%A7%C3%A3o_l%C3%B3gica
,AND,http://pt.dbpedia.org/resource/Conjun%C3%A7%C3%A3o_l%C3%B3gica
,Álgebra booliana,http://pt.dbpedia.org/resource/%C3%81lgebra_booliana
,Variável booliana,http://pt.dbpedia.org/resource/Fun%C3%A7%C3%A3o_booliana
,Porta lógica,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,NOT,http://pt.dbpedia.org/resource/Porta_NOT
,Volts,http://pt.dbpedia.org/resource/Volt
,,
Video_066,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,NOR,http://pt.dbpedia.org/resource/NEM
,NAND,http://pt.dbpedia.org/resource/NOU
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,ExpressaÞo booliana,http://pt.dbpedia.org/resource/%C3%81lgebra_booliana
,,
Video_067,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Comutatividade,http://pt.dbpedia.org/resource/Comutatividade
,Associatividade,http://pt.dbpedia.org/resource/Associatividade
,Distributividade,http://pt.dbpedia.org/resource/Distributividade
,AbsorçaÞo,http://pt.dbpedia.org/resource/Absor%C3%A7%C3%A3o_(l%C3%B3gica)
,,
Video_068,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Teoremas de De Morgan,http://pt.dbpedia.org/resource/Teoremas_de_De_Morgan
,NAND,http://pt.dbpedia.org/resource/NOU
,Inversor,http://pt.dbpedia.org/resource/Inversor
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,,
Video_069,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,CI,http://pt.dbpedia.org/resource/Circuito_integrado
,Transístor,http://pt.dbpedia.org/resource/Trans%C3%ADstor
,Portas lógicas,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Circuito Integrado,http://pt.dbpedia.org/resource/Circuito_integrado
,,
Video_070,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Forma canónica,http://pt.dbpedia.org/resource/Forma_can%C3%B3nica
,Teoremas de De Morgan,http://pt.dbpedia.org/resource/Teoremas_de_De_Morgan
,Mintermo e Maxtermo,http://pt.dbpedia.org/resource/Mintermo_e_Maxtermo
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,Binário,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_bin%C3%A1rio
,,
Video_071,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,Circuito lógico,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,,
Video_072,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,SimplificaçaÞo de circuitos,http://pt.dbpedia.org/resource/Mapa_de_Karnaugh
,Mapas de Karnaugh,http://pt.dbpedia.org/resource/Mapa_de_Karnaugh
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,,
Video_073,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Portas lógicas,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Ou exclusivo,http://pt.dbpedia.org/resource/Disjun%C3%A7%C3%A3o_exclusiva
,XNOR,http://pt.dbpedia.org/resource/Porta_XNOR
,Mintermo e Maxtermo,http://pt.dbpedia.org/resource/Mintermo_e_Maxtermo
,Bit de paridade,http://pt.dbpedia.org/resource/Paridade_(telecomunica%C3%A7%C3%B5es)
,Inversor,http://pt.dbpedia.org/resource/Inversor
,,
Video_074,,
,Flip-flop,http://pt.dbpedia.org/resource/Flip-flop
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Circuitos lógicos,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Memória cache,http://pt.dbpedia.org/resource/Cache
,,
Video_075,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Flip-flop,http://pt.dbpedia.org/resource/Flip-flop
,Clock,http://pt.dbpedia.org/resource/Clock
,Circuito sequencial,http://pt.dbpedia.org/resource/Circuito_sequencial
,,
Video_076,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,Clock,http://pt.dbpedia.org/resource/Clock
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,,
Video_077,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Registrador,http://pt.dbpedia.org/resource/Registrador_(inform%C3%A1tica)
,Frequência,http://pt.dbpedia.org/resource/Frequ%C3%AAncia
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,Clock,http://pt.dbpedia.org/resource/Clock
,Diagrama de transiçaÞo de estados,http://pt.dbpedia.org/resource/Diagrama_de_transi%C3%A7%C3%A3o_de_estados
,Contador assíncrono,http://pt.dbpedia.org/resource/Contador_ass%C3%ADncrono
,,
Video_078,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,Clock,http://pt.dbpedia.org/resource/Clock
,CIs,http://pt.dbpedia.org/resource/Circuito_integrado
,,
Video_079,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Registradores,http://pt.dbpedia.org/resource/Registrador_(inform%C3%A1tica)
,CIs,http://pt.dbpedia.org/resource/Circuito_integrado
,Clock,http://pt.dbpedia.org/resource/Clock
,Bits,http://pt.dbpedia.org/resource/Bit
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,,
Video_080,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Circuitos lógicos,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Binário,http://pt.dbpedia.org/resource/Sistema_de_numera%C3%A7%C3%A3o_bin%C3%A1rio
,Tabela verdade,http://pt.dbpedia.org/resource/Tabela_verdade
,Decodificador,http://pt.dbpedia.org/resource/Decodificador
,,
Video_081,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Circuitos lógicos,http://pt.dbpedia.org/resource/Porta_l%C3%B3gica
,Decodificador,http://pt.dbpedia.org/resource/Decodificador
,Multiplexador,http://pt.dbpedia.org/resource/Multiplexador
,,
Video_082,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Flip-flops,http://pt.dbpedia.org/resource/Flip-flop
,Registrador,http://pt.dbpedia.org/resource/Registrador_(inform%C3%A1tica)
,Capacitor,http://pt.dbpedia.org/resource/Capacitor
,Memória flash,http://pt.dbpedia.org/resource/Mem%C3%B3ria_flash
,Memória volátil,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Memória de acesso aleatório,http://pt.dbpedia.org/resource/RAM
,Cache,http://pt.dbpedia.org/resource/Cache
,,
Video_083,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,ROM,http://pt.dbpedia.org/resource/Mem%C3%B3ria_somente_de_leitura
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Barramento,http://pt.dbpedia.org/resource/Barramento
,Chip,http://pt.dbpedia.org/resource/Circuito_integrado
,,
Video_084,,
,Circuitos digitais,http://pt.dbpedia.org/resource/Circuito_digital
,Memória,http://pt.dbpedia.org/resource/Mem%C3%B3ria_(inform%C3%A1tica)
,Memória flash,http://pt.dbpedia.org/resource/Mem%C3%B3ria_flash
,BIOS,http://pt.dbpedia.org/resource/BIOS
,ROM,http://pt.dbpedia.org/resource/Mem%C3%B3ria_somente_de_leitura
